sid,orig_text,post_text
1347,MỞ MỘT BÀI CỦA CA SĨ MỸ TÂM,MỞ 1 BÀI CỦA CA SĨ MỸ TÂM
1348,MỞ MỘT BÀI CỦA NHẠC SĨ PHẠM DUY,MỞ 1 BÀI CỦA NHẠC SĨ PHẠM DUY
1349,NHẮC TÔI MƯỜI LĂM PHÚT NỮA TẮT ĐÈN,NHẮC TÔI 15 PHÚT NỮA TẮT ĐÈN
1350,NHẮC TÔI ĐI CHƠI LÚC MƯỜI BẢY GIỜ,NHẮC TÔI ĐI CHƠI LÚC 17 GIỜ
1351,NHẮC TÔI TƯỚI NƯỚC LÚC TÁM GIỜ,NHẮC TÔI TƯỚI NƯỚC LÚC 8 GIỜ
1352,NĂM PHÚT NỮA NHẮC TÔI TẮT BẾP,NĂM PHÚT NỮA NHẮC TÔI TẮT BẾP
1353,NHẮC TÔI ĐI HỌC LÚC CHÍN GIỜ,NHẮC TÔI ĐI HỌC LÚC 9 GIỜ
1354,NHẮC TÔI MUA ĐỒ LÚC MƯỜI BẢY GIỜ,NHẮC TÔI MUA ĐỒ LÚC 17 GIỜ
1355,ĐẶT BÁO THỨC LÚC BẢY GIỜ,ĐẶT BÁO THỨC LÚC 7 GIỜ
1356,MỞ TIẾP BÓT CÁT,MỞ TIẾP BÓT CÁT
1357,MỞ BÓT CÁT VỀ CÔNG NGHỆ,MỞ BÓT CÁT VỀ CÔNG NGHỆ
1358,MỞ LẠI BÓT CÁT,MỞ LẠI BÓT CÁT
1359,TẮT BÓT CÁT,TẮT BÓT CÁT
1360,MỞ BÓT CÁT KHÁC,MỞ BÓT CÁT KHÁC
1361,BÓT CÁT ĐANG MỞ TÊN GÌ,BÓT CÁT ĐANG MỞ TÊN GÌ
1362,MỞ BÓT CÁT,MỞ BÓT CÁT
1363,MỞ TIN HÓT,MỞ TIN HÓT
1364,TẮT RÂY ĐI Ô LÚC NĂM GIỜ,TẮT RÂY ĐI Ô LÚC 5 GIỜ
1365,MỞ RÂY ĐI Ô ĐẾN NĂM GIỜ,MỞ RÂY ĐI Ô ĐẾN 5 GIỜ
1366,MỞ RÂY ĐI Ô TRONG HAI TIẾNG,MỞ RÂY ĐI Ô TRONG 2 TIẾNG
1367,MỞ CHƯƠNG TRÌNH RÂY ĐI Ô BẠN HỮU ĐƯỜNG XA,MỞ CHƯƠNG TRÌNH RÂY ĐI Ô BẠN HỮU ĐƯỜNG XA
1368,MỞ ĐÀI VÊ Ô VÊ MỘT,MỞ ĐÀI VÊ Ô VÊ MỘT
1369,MỞ RÂY ĐI Ô,MỞ RÂY ĐI Ô
1370,MỞ TIẾNG ỒN TRẮNG TỚI CHÍN GIỜ,MỞ TIẾNG ỒN TRẮNG TỚI 9 GIỜ
1371,MỞ ÂM THANH TRẮNG TRONG BA MƯƠI PHÚT,MỞ ÂM THANH TRẮNG TRONG 30 PHÚT
1372,MẤY NGÀY NỮA ĐẾN MỘT THÁNG TƯ,MẤY NGÀY NỮA ĐẾN MỘT THÁNG 4
1373,TĂNG ÂM LƯỢNG LÊN MƯỜI PHẦN TRĂM,TĂNG ÂM LƯỢNG LÊN 10 PHẦN TRĂM
1374,BẬT LU TÚT,BẬT LU TÚT
1375,KỂ BA TRUYỆN ĐI,KỂ 3 TRUYỆN ĐI
1376,TẮT TRUYỆN LÚC CHÍN GIỜ,TẮT TRUYỆN LÚC 9 GIỜ
1377,MỞ TRUYỆN TRONG BA MƯƠI PHÚT,MỞ TRUYỆN TRONG 30 PHÚT
1378,MỞ TRUYỆN ĐẾN MƯỜI GIỜ,MỞ TRUYỆN ĐẾN 10 GIỜ
1379,MỞ TRUYỆN CỔ RIM,MỞ TRUYỆN CỔ RIM
1380,TĂNG ÂM LƯỢNG TI VI,TĂNG ÂM LƯỢNG TI VI
1381,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN HAI MƯƠI TÁM ĐỘ,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN 28 ĐỘ
1382,TẮT NHẠC LÚC CHÍN GIỜ,TẮT NHẠC LÚC 9 GIỜ
1383,MỞ NHẠC TRONG BA MƯƠI PHÚT,MỞ NHẠC TRONG 30 PHÚT
1384,MỞ NHẠC ĐẾN CHÍN GIỜ,MỞ NHẠC ĐẾN 9 GIỜ
1385,KỂ MỘT SỐ QUÁN ĂN NỔI TIẾNG Ở SÀI GÒN,KỂ MỘT SỐ QUÁN ĂN NỔI TIẾNG Ở SÀI GÒN
1386,TÌNH HÌNH DỊCH CÔ VÍT Ở HÀ NỘI THẾ NÀO,TÌNH HÌNH DỊCH CÔ VÍT Ở HÀ NỘI THẾ NÀO
1387,NHIỆT ĐỘ LÚC MƯỜI HAI GIỜ TRƯA NAY LÀ BAO NHIÊU,NHIỆT ĐỘ LÚC 12 GIỜ TRƯA NAY LÀ BAO NHIÊU
1388,CHIỀU NAY QUẬN BA CÓ MƯA KHÔNG,CHIỀU NAY QUẬN BA CÓ MƯA KHÔNG
1389,NHẮC TÔI CÓ TIỆC SINH NHẬT VÀO BẢY GIỜ TỐI NAY,NHẮC TÔI CÓ TIỆC SINH NHẬT VÀO 7 GIỜ TỐI NAY
1390,NHẮC TÔI CÓ CUỘC HỌP TRONG VÒNG MỘT TIẾNG NỮA,NHẮC TÔI CÓ CUỘC HỌP TRONG VÒNG 1 TIẾNG NỮA
1391,NHẮC TÔI NỘP BÀI TẬP LÚC MƯỜI MỘT GIỜ TỐI THỨ TƯ TUẦN SAU,NHẮC TÔI NỘP BÀI TẬP LÚC 11 GIỜ TỐI THỨ 4 TUẦN SAU
1392,ĐẶT BÁO THỨC VÀO NĂM GIỜ SÁNG NGÀY MAI,ĐẶT BÁO THỨC VÀO NĂM GIỜ SÁNG NGÀY MAI
1393,NHẮC TÔI ĐI BƠI BẢY GIỜ SÁNG THỨ BẢY HÀNG TUẦN,NHẮC TÔI ĐI BƠI 7 GIỜ SÁNG THỨ BẢY HÀNG TUẦN
1394,ĐẶT LỊCH HẸN VỚI KHÁCH HÀNG MỘT GIỜ RƯỠI CHIỀU NAY,ĐẶT LỊCH HẸN VỚI KHÁCH HÀNG 1 GIỜ RƯỠI CHIỀU NAY
1395,NHẮC TÔI ĐI NGỦ LÚC MƯỜI MỘT GIỜ TỐI HẰNG NGÀY,NHẮC TÔI ĐI NGỦ LÚC 11 GIỜ TỐI HẰNG NGÀY
1396,NHẮC TUI ĐI SIÊU THỊ VÀO SÁU GIỜ CHIỀU CHỦ NHẬT NÀY,NHẮC TUI ĐI SIÊU THỊ VÀO 6 GIỜ CHIỀU CHỦ NHẬT NÀY
1397,NHẮC TUI ĂN TRƯA VÀO MƯỜI HAI GIỜ MỖI NGÀY,NHẮC TUI ĂN TRƯA VÀO 12 GIỜ MỖI NGÀY
1398,GỌI TÔI THỨC DẬY LÚC SÁU GIỜ SÁNG HẰNG NGÀY,GỌI TÔI THỨC DẬY LÚC 6 GIỜ SÁNG HẰNG NGÀY
1399,MỞ BÓT CÁT CHẬM CHẬM MÀ SỐNG,MỞ BÓT CÁT CHẬM CHẬM MÀ SỐNG
1400,MỞ BÓT CÁT BÍ ẨN SỰ VIỆC,MỞ BÓT CÁT BÍ ẨN SỰ VIỆC
1401,CHUYỂN KÊNH VÊ Ô VÊ GIAO THÔNG,CHUYỂN KÊNH VÊ Ô VÊ GIAO THÔNG
1402,ĐỌC TRUYỆN TỚI MƯỜI GIỜ TỐI,ĐỌC TRUYỆN TỚI 10 GIỜ TỐI
1403,MỞ RA ĐI Ô ĐỌC TRUYỆN ĐÊM KHUYA,MỞ RA ĐI Ô ĐỌC TRUYỆN ĐÊM KHUYA
1404,TẮT RA ĐI Ô ĐI,TẮT RA ĐI Ô ĐI
1405,MỞ RA ĐI Ô VÀO LÚC MƯỜI GIỜ TỐI,MỞ RA ĐI Ô VÀO LÚC 10 GIỜ TỐI
1406,BẬT ĐÀI PHÁT THANH BÌNH DƯƠNG,BẬT ĐÀI PHÁT THANH BÌNH DƯƠNG
1407,MỞ KÊNH VÊ Ô HÁT,MỞ KÊNH VÊ Ô HÁT
1408,MÙNG MỘT TẾT SANG NĂM LÀ NGÀY NÀO,MÙNG MỘT TẾT SANG NĂM LÀ NGÀY NÀO
1409,TẠI SAO LẠI CÓ NGÀY TÁM THÁNG BA,TẠI SAO LẠI CÓ NGÀY 8 THÁNG 3
1410,NGÀY MƯỜI THÁNG BA NĂM NAY LÀ THỨ MẤY,NGÀY 10 THÁNG 3 NĂM NAY LÀ THỨ MẤY
1411,TẮT LU TÚT ĐI,TẮT LU TÚT ĐI
1412,PHÁT LU TÚT,PHÁT LU TÚT
1413,ĐỌC TRUYỆN ĐẾN MƯỜI MỘT GIỜ,ĐỌC TRUYỆN ĐẾN 11 GIỜ
1414,TĂNG ÂM LƯỢNG TI VI LÊN ĐI,TĂNG ÂM LƯỢNG TI VI LÊN ĐI
1415,TĂNG NHIỆT ĐỘ LÊN BA ĐỘ,TĂNG NHIỆT ĐỘ LÊN 3 ĐỘ
1416,GIẢM NHIỆT ĐỘ XUỐNG MỘT NỬA,GIẢM NHIỆT ĐỘ XUỐNG 1 NỬA
1417,MỞ TI VI ĐI,MỞ TI VI ĐI
1418,BẬT NHẠC SƠN TÙNG EM TI BI,BẬT NHẠC SƠN TÙNG EM TI BI
1419,MỞ BÀI NÀY TRONG MỘT TIẾNG,MỞ BÀI NÀY TRONG 1 TIẾNG
1420,TIẾNG THÁI NÓI ANH THÍCH EM NHƯ NÀO VẬY MAI CA,TIẾNG THÁI NÓI ANH THÍCH EM NHƯ NÀO VẬY MAI CA
1421,XE BẢY CHỖ GIÁ MỘT TỶ,XE 7 CHỖ GIÁ 1 TỶ
1422,VIN RÚP THÀNH LẬP TỪ NĂM NÀO,VIN RÚP THÀNH LẬP TỪ NĂM NÀO
1423,TẬP ĐOÀN VIN RÚP CÓ BAO NHIÊU CÔNG TY CON,TẬP ĐOÀN VIN RÚP CÓ BAO NHIÊU CÔNG TY CON
1424,CHỦ TỊCH CÔNG TY VIN RÚP LÀ AI,CHỦ TỊCH CÔNG TY VIN RÚP LÀ AI
1425,MAI CA BAO NHIÊU TUỔI,MAI CA BAO NHIÊU TUỔI
1426,THỜI TIẾT HÔM NAY NHƯ NÀO,THỜI TIẾT HÔM NAY NHƯ NÀO
1427,HÔM NAY Ở QUẬN MỘT CÓ MƯA KHÔNG,HÔM NAY Ở QUẬN MỘT CÓ MƯA KHÔNG
1428,BỎ CÀI BÁO THỨC LÚC BẢY GIỜ ĐI MAI CA,BỎ CÀI BÁO THỨC LÚC 7 GIỜ ĐI MAI CA
1429,CÓ MẤY CÁI BÁO THỨC TRƯỚC TÁM GIỜ,CÓ MẤY CÁI BÁO THỨC TRƯỚC 8 GIỜ
1430,NHẮC NHỞ GẦN NHẤT CỦA TÔI LÀ GÌ VẬY MAI CA,NHẮC NHỞ GẦN NHẤT CỦA TÔI LÀ GÌ VẬY MAI CA
1431,LÚC TÁM GIỜ NHẮC TÔI HỌP LÚC TÁM GIỜ BA MƯƠI,LÚC 8 GIỜ NHẮC TÔI HỌP LÚC 8 GIỜ 30
1432,NHẮC TÔI GỬI BÁO CÁO CHO SẾP TRƯỚC CHÍN GIỜ,NHẮC TÔI GỬI BÁO CÁO CHO SẾP TRƯỚC 9 GIỜ
1433,CÀI BÁO THỨC LÚC NĂM GIỜ THÀNH NĂM GIỜ BA MƯƠI,CÀI BÁO THỨC LÚC 5 GIỜ THÀNH 5 GIỜ 30
1434,ĐỪNG BÁO THỨC LÚC NĂM GIỜ NỮA,ĐỪNG BÁO THỨC LÚC 5 GIỜ NỮA
1435,THAY BÁO THỨC LÚC NĂM GIỜ SÁNG NHA,THAY BÁO THỨC LÚC 5 GIỜ SÁNG NHA
1436,BÓT CÁT NÀY VỀ CHỦ ĐỀ GÌ,BÓT CÁT NÀY VỀ CHỦ ĐỀ GÌ
1437,BÓT CÁT NÀY CỦA AI THẾ,BÓT CÁT NÀY CỦA AI THẾ
1438,BÓT CÁT NÀY ĐÃ PHÁT ĐƯỢC BAO NHIÊU PHÚT RỒI,BÓT CÁT NÀY ĐÃ PHÁT ĐƯỢC BAO NHIÊU PHÚT RỒI
1439,BÓT CÁT NÀY DÀI MẤY PHÚT VẬY,BÓT CÁT NÀY DÀI MẤY PHÚT VẬY
1440,MỞ BÓT CÁT NGHE GẦN NHẤT TỪ ĐOẠN BA MƯƠI PHÚT,MỞ BÓT CÁT NGHE GẦN NHẤT TỪ ĐOẠN 30 PHÚT
1441,MỞ BÓT CÁT MỚI NHẤT CỦA NHẬT NAM,MỞ BÓT CÁT MỚI NHẤT CỦA NHẬT NAM
1442,MỞ BÓT CÁT VĂN HỌC,MỞ BÓT CÁT VĂN HỌC
1443,MỞ BÓT CÁT VỀ PHONG CÁCH SỐNG,MỞ BÓT CÁT VỀ PHONG CÁCH SỐNG
1444,MỞ BÓT CÁT MỚI NHẤT CỦA AI CŨNG ĐƯỢC,MỞ BÓT CÁT MỚI NHẤT CỦA AI CŨNG ĐƯỢC
1445,BẬT BÓT CÁT CỦA HIẾU NGUYỄN,BẬT BÓT CÁT CỦA HIẾU NGUYỄN
1446,TẮT NHẠC SAU MƯỜI PHÚT,TẮT NHẠC SAU 10 PHÚT
1447,CHUYỂN SANG KÊNH VÊ Ô VÊ GIAO THÔNG,CHUYỂN SANG KÊNH VÊ Ô VÊ GIAO THÔNG
1448,TẮT RA ĐI Ô SAU NĂM PHÚT,TẮT RA ĐI Ô SAU 5 PHÚT
1449,MỞ CHƯƠNG TRÌNH TIN TỨC CỦA VI EN RÉT,MỞ CHƯƠNG TRÌNH TIN TỨC CỦA VI EN RÉT
1450,MỞ VÊ Ô VÊ GIAO THÔNG LÚC NĂM GIỜ CHIỀU,MỞ VÊ Ô VÊ GIAO THÔNG LÚC 5 GIỜ CHIỀU
1451,MỞ RÂY ĐI Ô KÊNH NÀO CŨNG ĐƯỢC,MỞ RÂY ĐI Ô KÊNH NÀO CŨNG ĐƯỢC
1452,LỊCH NĂM NGÀY,LỊCH 5 NGÀY
1453,KẾT NỐI BỜ LU TÚT VỚI TI VI EO GI,KẾT NỐI BỜ LU TÚT VỚI TI VI EO GI
1454,TẮT BỜ LU TÚT ĐI,TẮT BỜ LU TÚT ĐI
1455,KỂ CHUYỆN KHÁC ĐI MAI CA,KỂ CHUYỆN KHÁC ĐI MAI CA
1456,KỂ LẠI BA MƯƠI GIÂY ĐƯỢC KHÔNG,KỂ LẠI 30 GIÂY ĐƯỢC KHÔNG
1457,MAI CA KỂ CHUYỆN NỬA ĐÊM ĐI,MAI CA KỂ CHUYỆN NỬA ĐÊM ĐI
1458,MAI CA KỂ CHUYỆN NHỎ TIẾNG THÔI,MAI CA KỂ CHUYỆN NHỎ TIẾNG THÔI
1459,MAI CA KỂ CHUYỆN TO LÊN ĐƯỢC KHÔNG,MAI CA KỂ CHUYỆN TO LÊN ĐƯỢC KHÔNG
1460,MAI CA CÓ KỂ ĐƯỢC CHUYỆN SỌ DỪA KHÔNG,MAI CA CÓ KỂ ĐƯỢC CHUYỆN SỌ DỪA KHÔNG
1461,KỂ CHUYỆN THẦY BÓI XEM VOI ĐI MAI CA,KỂ CHUYỆN THẦY BÓI XEM VOI ĐI MAI CA
1462,SAU HAI MƯƠI PHÚT NỮA TẮT TI VI ĐI MAI CA,SAU 20 PHÚT NỮA TẮT TI VI ĐI MAI CA
1463,CHIẾU TI VI KÊNH VÊ TÊ VÊ MỘT ĐI MAI CA,CHIẾU TI VI KÊNH VÊ TÊ VÊ MỘT ĐI MAI CA
1464,MỞ ĐÀI VÊ Ô VÊ GIAO THÔNG VÀ TĂNG ÂM LƯỢNG LÊN NĂM MƯƠI,MỞ ĐÀI VÊ Ô VÊ GIAO THÔNG VÀ TĂNG ÂM LƯỢNG LÊN 50
1465,GIẢM NHIỆT ĐỘ MÁY LẠNH HAI XUỐNG MƯỜI TÁM,GIẢM NHIỆT ĐỘ MÁY LẠNH 2 XUỐNG 18
1466,TĂNG NHIỆT ĐỘ MÁY LẠNH MỘT LÊN HAI MƯƠI LĂM,TĂNG NHIỆT ĐỘ MÁY LẠNH 1 LÊN 25
1467,TẮT ĐÈN PHÒNG NGỦ TRONG HAI MƯƠI PHÚT NỮA,TẮT ĐÈN PHÒNG NGỦ TRONG 20 PHÚT NỮA
1468,BẬT QUẠT SỐ HAI MỨC HAI,BẬT QUẠT SỐ 2 MỨC 2
1469,CHUYỂN QUA BÀI KHÁC ĐI MAI CA,CHUYỂN QUA BÀI KHÁC ĐI MAI CA
1470,MỞ MỘT DANH SÁCH NHẠC THIỀN,MỞ MỘT DANH SÁCH NHẠC THIỀN
1471,PHÁT THÊM BA BÀI NỮA RỒI TẮT NHẠC,PHÁT THÊM BA BÀI NỮA RỒI TẮT NHẠC
1472,TẮT NHẠC SAU MỘT TIẾNG NỮA,TẮT NHẠC SAU 1 TIẾNG NỮA
1473,MỞ NHẠC THÊM BA MƯƠI PHÚT NỮA RỒI TẮT,MỞ NHẠC THÊM 30 PHÚT NỮA RỒI TẮT
1474,PHÁT MỘT DANH SÁCH NHẠC BUỒN ĐI MAI CA,PHÁT MỘT DANH SÁCH NHẠC BUỒN ĐI MAI CA
1475,BẬT MỘT BÀI NHẠC ĐI,BẬT 1 BÀI NHẠC ĐI
1476,BẢY NHÂN TÁM CỘNG NĂM BẰNG BAO NHIÊU,BẢY NHÂN TÁM CỘNG NĂM BẰNG BAO NHIÊU
1477,DỊCH TỪ CƯỜI TOE TOÉT SANG TIẾNG TRUNG QUỐC,DỊCH TỪ CƯỜI TOE TOÉT SANG TIẾNG TRUNG QUỐC
1478,SINH NHẬT CHÓP LY BÚT,SINH NHẬT CHÓP LY BÚT
1479,DỊCH CÂU HÔM NAY TRỜI ĐẸP SANG TIẾNG SỜ BAN NỊT,DỊCH CÂU HÔM NAY TRỜI ĐẸP SANG TIẾNG SỜ BAN NỊT
1480,HÒA MIN DY MẤY TUỔI RỒI,HÒA MIN DY MẤY TUỔI RỒI
1481,GỌI CHO MẸ MÌNH ĐI,GỌI CHO MẸ MÌNH ĐI
1482,TIA U VÊ HIỆN TẠI NGOÀI TRỜI LÀ BAO NHIÊU,TIA U VÊ HIỆN TẠI NGOÀI TRỜI LÀ BAO NHIÊU
1483,HÔM NAY THỜI TIẾT QUẬN BA NHƯ THẾ NÀO,HÔM NAY THỜI TIẾT QUẬN 3 NHƯ THẾ NÀO
1484,QUẬN BA HÔM NAY TRỜI CÓ MƯA KHÔNG,QUẬN 3 HÔM NAY TRỜI CÓ MƯA KHÔNG
1485,HÔM NAY SÀI GÒN CÓ MƯA LÚC MƯỜI TÁM GIỜ KHÔNG,HÔM NAY SÀI GÒN CÓ MƯA LÚC 18 GIỜ KHÔNG
1486,MƯỜI BẢY GIỜ HÔM NAY CÓ MƯA KHÔNG,17 GIỜ HÔM NAY CÓ MƯA KHÔNG
1487,MỖI MƯỜI LĂM HÀNG THÁNG NHẮC TÔI THANH TOÁN TIỀN ĐIỆN,MỖI 15 HÀNG THÁNG NHẮC TÔI THANH TOÁN TIỀN ĐIỆN
1488,HỦY NHẮC NHỞ CỦA CHIỀU NAY,HỦY NHẮC NHỞ CỦA CHIỀU NAY
1489,CỨ HAI MƯƠI PHÚT NHẮC TÔI UỐNG NƯỚC,CỨ 20 PHÚT NHẮC TÔI UỐNG NƯỚC
1490,NHẮC TÔI NĂM PHÚT NỮA TƯỚI CÂY,NHẮC TÔI NĂM PHÚT NỮA TƯỚI CÂY
1491,NHẮC TÔI ĐI NGỦ LÚC MƯỜI GIỜ BA MƯƠI MỖI NGÀY,NHẮC TÔI ĐI NGỦ LÚC 10 GIỜ BA MƯƠI MỖI NGÀY
1492,MỘT TIẾNG NỮA NHẮC TÔI ĐỌC SÁCH,MỘT TIẾNG NỮA NHẮC TÔI ĐỌC SÁCH
1493,ĐẶT BÁO THỨC LÚC SÁU GIỜ BA MƯƠI,ĐẶT BÁO THỨC LÚC 6 GIỜ 30
1494,MỞ BÓT CÁT KHÁC,MỞ BÓT CÁT KHÁC
1495,AI ĐANG PHÁT BÓT CÁT,AI ĐANG PHÁT BÓT CÁT
1496,BÓT CÁT CỦA AI ĐÂY,BÓT CÁT CỦA AI ĐÂY
1497,MỞ BÓT CÁT CỦA VẬT VỜ,MỞ BÓT CÁT CỦA VẬT VỜ
1498,MỞ BÓT CÁT,MỞ BÓT CÁT
1499,PHÁT TIN TỨC ĐẾN MƯỜI HAI GIỜ TRƯA,PHÁT TIN TỨC ĐẾN 12 GIỜ TRƯA
1500,MỞ RA ĐI Ô CA NHẠC LÚC HAI MƯƠI,MỞ RA ĐI Ô CA NHẠC LÚC 20
1501,TẮT TIN,TẮT TIN
1502,MỞ RA ĐI Ô SỐ MƯỜI,MỞ RA ĐI Ô SỐ MƯỜI
1503,MỞ KÊNH RA ĐI Ô BÓNG ĐÁ,MỞ KÊNH RA ĐI Ô BÓNG ĐÁ
1504,TẾT NGUYÊN ĐÁN HAI KHÔNG HAI BA NGÀY BAO NHIÊU DƯƠNG LỊCH,TẾT NGUYÊN ĐÁN 2023 NGÀY BAO NHIÊU DƯƠNG LỊCH
1505,NÔ EN NGÀY MẤY ÂM LỊCH,NÔ EN NGÀY MẤY ÂM LỊCH
1506,TẮT KẾT NỐI LU TÚT,TẮT KẾT NỐI LU TÚT
1507,HỦY LIÊN KẾT LU TÚT,HỦY LIÊN KẾT LU TÚT
1508,KẾT NỐI LU TÚT,KẾT NỐI LU TÚT
1509,BẬT LU TÚT,BẬT LU TÚT
1510,KỂ CHUYỆN HAI TIẾNG,KỂ CHUYỆN HAI TIẾNG
1511,GIẢM ÂM LƯỢNG TI VI,GIẢM ÂM LƯỢNG TI VI
1512,TẮT ĐÈN DÙM ĐI,TẮT ĐÈN DÙM ĐI
1513,MỞ NHẠC HAI TIẾNG,MỞ NHẠC HAI TIẾNG
1514,MỞ BÀI Ô KÊ CỦA BIN DI,MỞ BÀI Ô KÊ CỦA BIN DI
1515,BẬT NHẠC MỘT TIẾNG,BẬT NHẠC MỘT TIẾNG
1516,MỞ NHẠC CỦA NGỌT,MỞ NHẠC CỦA NGỌT
1517,VÀNG BÁN RA BAO NHIÊU MỘT LƯỢNG,VÀNG BÁN RA BAO NHIÊU 1 LƯỢNG
1518,BỐN TRĂM NĂM MƯƠI TƯ VẠN NHÂN NĂM CHIA SÁU CỘNG CHÍN BẰNG BAO NHIÊU,454 VẠN NHÂN NĂM CHIA 6 CỘNG 9 BẰNG BAO NHIÊU
1519,GỌI CHO MAI NHÉ,GỌI CHO MAI NHÉ
1520,ĐẶT BÁO THỨC SAU CHÍN PHÚT NỮA,ĐẶT BÁO THỨC SAU 9 PHÚT NỮA
1521,BA MƯƠI PHÚT NỮA ANH NHẮC TÔI ĐI NGỦ,30 PHÚT NỮA ANH NHẮC TÔI ĐI NGỦ
1522,NHẮC TÔI TƯỚI CÂY HÀNG NGÀY LÚC BẢY GIỜ,NHẮC TÔI TƯỚI CÂY HÀNG NGÀY LÚC 7 GIỜ
1523,NHẮC TÔI NĂM PHÚT NỮA UỐNG NƯỚC,NHẮC TÔI NĂM PHÚT NỮA UỐNG NƯỚC
1524,CHÍN GIỜ SÁNG MAI TÔI CÓ NHẮC NHỞ GÌ KHÔNG,9 GIỜ SÁNG MAI TÔI CÓ NHẮC NHỞ GÌ KHÔNG
1525,ĐẶT BÁO THỨC CHO TÔI LÚC HAI MỐT GIỜ,ĐẶT BÁO THỨC CHO TÔI LÚC 21 GIỜ
1526,NHẮC TÔI XEM TIN TỨC LÚC MỘT GIỜ MỖI NGÀY,NHẮC TÔI XEM TIN TỨC LÚC 1 GIỜ MỖI NGÀY
1527,BỎ NHẮC NHỞ LÚC BỐN GIỜ,BỎ NHẮC NHỞ LÚC 4 GIỜ
1528,HAI GIỜ CHIỀU NAY NHẮC TÔI ĐI CHƠI,2 GIỜ CHIỀU NAY NHẮC TÔI ĐI CHƠI
1529,NHẮC TÔI UỐNG THUỐC NĂM LẦN MỖI NGÀY,NHẮC TÔI UỐNG THUỐC NĂM LẦN MỖI NGÀY
1530,NHẮC TÔI ĐI CHỢ VÀO BA GIỜ CHIỀU NAY,NHẮC TÔI ĐI CHỢ VÀO BA GIỜ CHIỀU NAY
1531,TÔI MUỐN ĐẶT BÁO THỨC LÚC NĂM GIỜ,TÔI MUỐN ĐẶT BÁO THỨC LÚC 5 GIỜ
1532,TẮT PHÁP THOẠI,TẮT PHÁP THOẠI
1533,BẬT PHÁP THOẠI TRONG MỘT TIẾNG,BẬT PHÁP THOẠI TRONG 1 TIẾNG
1534,MỞ BÓT CÁT,MỞ BÓT CÁT
1535,MỞ BÓT CÁT TRONG MỘT TIẾNG,MỞ BÓT CÁT TRONG 1 TIẾNG
1536,TẮT BÓT CÁT,TẮT BÓT CÁT
1537,PHÁT BÓT CÁT VẬT VỜ,PHÁT BÓT CÁT VẬT VỜ
1538,NGHE BÓT CÁT VỀ SỨC KHỎE ĐI,NGHE BÓT CÁT VỀ SỨC KHỎE ĐI
1539,CHUYỂN BÓT CÁT,CHUYỂN BÓT CÁT
1540,MỞ BÓT CÁT VỀ TÀI CHÍNH,MỞ BÓT CÁT VỀ TÀI CHÍNH
1541,BÓT CÁT ĐANG PHÁT TÊN GÌ,BÓT CÁT ĐANG PHÁT TÊN GÌ
1542,BẬT BÓT CÁT ĐI,BẬT BÓT CÁT ĐI
1543,TÔI MUỐN NGHE BÓT CÁT,TÔI MUỐN NGHE BÓT CÁT
1544,BẬT ĐÀI TRONG MỘT TIẾNG,BẬT ĐÀI TRONG 1 TIẾNG
1545,BẬT ĐÀI TỪ NĂM GIỜ,BẬT ĐÀI TỪ 5 GIỜ
1546,MỞ ĐÀI VÊ Ô HÁT,MỞ ĐÀI VÊ Ô HÁT
1547,NGHE CHƯƠNG TRÌNH QUÍCH ÈN SỜ NÂU ĐI,NGHE CHƯƠNG TRÌNH QUÍCH ÈN SỜ NÂU ĐI
1548,NGHE ĐÀI VÊ Ô VÊ ĐI,NGHE ĐÀI VÊ Ô VÊ ĐI
1549,MỞ TIẾNG CON MÈO KÊU CHÍN LẦN,MỞ TIẾNG CON MÈO KÊU CHÍN LẦN
1550,MỞ TIẾNG CON MÈO TRONG MỘT TIẾNG,MỞ TIẾNG CON MÈO TRONG 1 TIẾNG
1551,NGÀY MÙNG BA THÁNG BA ÂM LỊCH VÀO THỨ MẤY,NGÀY MÙNG BA THÁNG BA ÂM LỊCH VÀO THỨ MẤY
1552,TĂNG BA MỨC ÂM LƯỢNG,TĂNG 3 MỨC ÂM LƯỢNG
1553,BẬT LU TÚT,BẬT LU TÚT
1554,ĐỌC BA TRUYỆN THIẾU NHI,ĐỌC BA TRUYỆN THIẾU NHI
1555,ĐỌC TRUYỆN MA TRONG MƯỜI HAI GIỜ,ĐỌC TRUYỆN MA TRONG 12 GIỜ
1556,ĐỌC TRUYỆN MA TỚI MƯỜI HAI GIỜ,ĐỌC TRUYỆN MA TỚI 12 GIỜ
1557,ĐỌC TRUYỆN ĐÔ RÊ MON MỘT NGHÌN LẦN NHÁ,ĐỌC TRUYỆN ĐÔ RÊ MON 1000 LẦN NHÁ
1558,ĐỌC TRUYỆN ĐÔ RÊ MON ĐI,ĐỌC TRUYỆN ĐÔ RÊ MON ĐI
1559,TĂNG ÂM LƯỢNG TI VI,TĂNG ÂM LƯỢNG TI VI
1560,BẬT MÁY LẠNH HAI MƯƠI ĐỘ,BẬT MÁY LẠNH 20 ĐỘ
1561,MỞ DU TÚP,MỞ DU TÚP
1562,BẬT BÀI NÀY TRONG BỐN MƯƠI PHÚT,BẬT BÀI NÀY TRONG 40 PHÚT
1563,CĂN BẬC HAI CỦA HAI LĂM,CĂN BẬC HAI CỦA 25
